,org_name,group_PAC_ID,state,ACO_PC_ID_1,ACO_name_1,ACO_PC_ID_2,ACO_name_2,measure_code,measure_title,inverse_measure,measure_performance_rate,denominator_count,star_value,five_star_benchmark,collection_type,from_PC_livesite
11411,"CHINATOWN GASTROENTEROLOGY, P.C.",1759392459,NY,A1002,"Chinese Community Accountable Care Organization, Inc.",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,83.0,1485.0,None,None,ATT,N
11412,"CHINATOWN GASTROENTEROLOGY, P.C.",1759392459,NY,A1002,"Chinese Community Accountable Care Organization, Inc.",None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,0.0,1485.0,None,None,ATT,N
11415,"CHINATOWN GASTROENTEROLOGY, P.C.",1759392459,NY,A1002,"Chinese Community Accountable Care Organization, Inc.",None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,57.0,1485.0,None,None,ATT,N
11416,"CHINATOWN GASTROENTEROLOGY, P.C.",1759392459,NY,A1002,"Chinese Community Accountable Care Organization, Inc.",None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,17.0,1485.0,None,None,ATT,N
11425,MICHAEL H SONG MD LTD,5597765016,NV,A2070,"Renown Accountable Care, LLC",None,None,MIPS_GRP_023_overall,Perioperative Care: Venous Thromboembolism (VTE) Prophylaxis (When Indicated in ALL Patients),N,100.0,52.0,None,None,REG,N
11426,ENDOSCOPIC SOLUTIONS PC,8224040167,MI,A1297,"Physician Organization of Michigan ACO, LLC",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,92.0,3803.0,None,None,ATT,N
11427,ENDOSCOPIC SOLUTIONS PC,8224040167,MI,A1297,"Physician Organization of Michigan ACO, LLC",None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,85.0,246.0,None,None,ATT,N
11428,ENDOSCOPIC SOLUTIONS PC,8224040167,MI,A1297,"Physician Organization of Michigan ACO, LLC",None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,100.0,1212.0,None,None,ATT,N
11429,ENDOSCOPIC SOLUTIONS PC,8224040167,MI,A1297,"Physician Organization of Michigan ACO, LLC",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,76.0,1987.0,None,None,ATT,N
11430,ENDOSCOPIC SOLUTIONS PC,8224040167,MI,A1297,"Physician Organization of Michigan ACO, LLC",None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,41.0,1987.0,None,None,ATT,N
11432,ENDOSCOPIC SOLUTIONS PC,8224040167,MI,A1297,"Physician Organization of Michigan ACO, LLC",None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,74.0,1987.0,None,None,ATT,N
11433,ENDOSCOPIC SOLUTIONS PC,8224040167,MI,A1297,"Physician Organization of Michigan ACO, LLC",None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,29.0,1987.0,None,None,ATT,N
11495,SAWTOOTH EPIDEMIOLOGY AND INFECTIOUS DISEASES P.C.,8628242997,ID,V224,"St. Luke's Clinic Coordinated Care, LTD",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,91.0,373.0,None,None,ATT,N
11496,SAWTOOTH EPIDEMIOLOGY AND INFECTIOUS DISEASES P.C.,8628242997,ID,V224,"St. Luke's Clinic Coordinated Care, LTD",None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,96.0,201.0,None,None,ATT,N
11497,SAWTOOTH EPIDEMIOLOGY AND INFECTIOUS DISEASES P.C.,8628242997,ID,V224,"St. Luke's Clinic Coordinated Care, LTD",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,100.0,419.0,None,None,ATT,N
11498,SAWTOOTH EPIDEMIOLOGY AND INFECTIOUS DISEASES P.C.,8628242997,ID,V224,"St. Luke's Clinic Coordinated Care, LTD",None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,31.0,419.0,None,None,ATT,N
11500,SAWTOOTH EPIDEMIOLOGY AND INFECTIOUS DISEASES P.C.,8628242997,ID,V224,"St. Luke's Clinic Coordinated Care, LTD",None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,100.0,419.0,None,None,ATT,N
11501,SAWTOOTH EPIDEMIOLOGY AND INFECTIOUS DISEASES P.C.,8628242997,ID,V224,"St. Luke's Clinic Coordinated Care, LTD",None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,26.0,419.0,None,None,ATT,N
11514,INTRACOASTAL INTERNAL MEDICINE,2668477878,NC,A2778,"Physician Quality Partners, LLC",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,70.0,40846.0,None,None,ATT,N
11515,INTRACOASTAL INTERNAL MEDICINE,2668477878,NC,A2778,"Physician Quality Partners, LLC",None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,8.0,4292.0,None,None,ATT,N
11516,INTRACOASTAL INTERNAL MEDICINE,2668477878,NC,A2778,"Physician Quality Partners, LLC",None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,93.0,443.0,None,None,ATT,N
11517,INTRACOASTAL INTERNAL MEDICINE,2668477878,NC,A2778,"Physician Quality Partners, LLC",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,95.0,7693.0,None,None,ATT,N
11518,INTRACOASTAL INTERNAL MEDICINE,2668477878,NC,A2778,"Physician Quality Partners, LLC",None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,43.0,7693.0,None,None,ATT,N
11521,INTRACOASTAL INTERNAL MEDICINE,2668477878,NC,A2778,"Physician Quality Partners, LLC",None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,61.0,7693.0,None,None,ATT,N
11522,INTRACOASTAL INTERNAL MEDICINE,2668477878,NC,A2778,"Physician Quality Partners, LLC",None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,81.0,7693.0,None,None,ATT,N
11523,MEDICAL ASSOCIATES OF BEAR,5890798862,DE,A2754,"United Medical, LLC",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,93.0,4117.0,None,None,ATT,N
11524,MEDICAL ASSOCIATES OF BEAR,5890798862,DE,A2754,"United Medical, LLC",None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,29.0,409.0,None,None,ATT,N
11525,MEDICAL ASSOCIATES OF BEAR,5890798862,DE,A2754,"United Medical, LLC",None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,97.0,1416.0,None,None,ATT,N
11526,MEDICAL ASSOCIATES OF BEAR,5890798862,DE,A2754,"United Medical, LLC",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,82.0,1336.0,None,None,ATT,N
11527,MEDICAL ASSOCIATES OF BEAR,5890798862,DE,A2754,"United Medical, LLC",None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,10.0,1336.0,None,None,ATT,N
11531,MEDICAL ASSOCIATES OF BEAR,5890798862,DE,A2754,"United Medical, LLC",None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,78.0,1336.0,None,None,ATT,N
11532,MEDICAL ASSOCIATES OF BEAR,5890798862,DE,A2754,"United Medical, LLC",None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,36.0,1336.0,None,None,ATT,N
11615,MUHAMMAD NAWAZ MD PA,1759486996,FL,A1041,"West Florida ACO, LLC",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,79.0,2541.0,None,None,ATT,N
11616,MUHAMMAD NAWAZ MD PA,1759486996,FL,A1041,"West Florida ACO, LLC",None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,16.0,279.0,None,None,ATT,N
11617,MUHAMMAD NAWAZ MD PA,1759486996,FL,A1041,"West Florida ACO, LLC",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,80.0,911.0,None,None,ATT,N
11618,MUHAMMAD NAWAZ MD PA,1759486996,FL,A1041,"West Florida ACO, LLC",None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,16.0,911.0,None,None,ATT,N
11622,MUHAMMAD NAWAZ MD PA,1759486996,FL,A1041,"West Florida ACO, LLC",None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,20.0,911.0,None,None,ATT,N
11623,MUHAMMAD NAWAZ MD PA,1759486996,FL,A1041,"West Florida ACO, LLC",None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,6.0,911.0,None,None,ATT,N
11647,"CAYUGA MEDICAL ASSOCIATES, PC",6709897960,NY,A3195,"Cayuga Area Preferred, Inc.",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,97.0,49298.0,None,None,ATT,N
11648,"CAYUGA MEDICAL ASSOCIATES, PC",6709897960,NY,A3195,"Cayuga Area Preferred, Inc.",None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,29.0,5549.0,None,None,ATT,N
11649,"CAYUGA MEDICAL ASSOCIATES, PC",6709897960,NY,A3195,"Cayuga Area Preferred, Inc.",None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,94.0,17574.0,None,None,ATT,N
11650,"CAYUGA MEDICAL ASSOCIATES, PC",6709897960,NY,A3195,"Cayuga Area Preferred, Inc.",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,33.0,29219.0,None,None,ATT,N
11651,"CAYUGA MEDICAL ASSOCIATES, PC",6709897960,NY,A3195,"Cayuga Area Preferred, Inc.",None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,15.0,29219.0,None,None,ATT,N
11655,"CAYUGA MEDICAL ASSOCIATES, PC",6709897960,NY,A3195,"Cayuga Area Preferred, Inc.",None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,39.0,28531.0,None,None,ATT,N
11656,"CAYUGA MEDICAL ASSOCIATES, PC",6709897960,NY,A3195,"Cayuga Area Preferred, Inc.",None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,2.0,29217.0,None,None,ATT,N
11693,GEOFFREY W TEMPLE FAMILY MEDICAL ASSOCIATES PC,7517978638,PA,A2024,"Accountable Care Organization of Pennsylvania, LLC",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,96.0,1155.0,None,None,ATT,N
11694,GEOFFREY W TEMPLE FAMILY MEDICAL ASSOCIATES PC,7517978638,PA,A2024,"Accountable Care Organization of Pennsylvania, LLC",None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,51.0,59.0,None,None,ATT,N
11695,GEOFFREY W TEMPLE FAMILY MEDICAL ASSOCIATES PC,7517978638,PA,A2024,"Accountable Care Organization of Pennsylvania, LLC",None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,98.0,41.0,None,None,ATT,N
11696,GEOFFREY W TEMPLE FAMILY MEDICAL ASSOCIATES PC,7517978638,PA,A2024,"Accountable Care Organization of Pennsylvania, LLC",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,75.0,1215.0,None,None,ATT,N
11697,GEOFFREY W TEMPLE FAMILY MEDICAL ASSOCIATES PC,7517978638,PA,A2024,"Accountable Care Organization of Pennsylvania, LLC",None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,26.0,1215.0,None,None,ATT,N
11700,GEOFFREY W TEMPLE FAMILY MEDICAL ASSOCIATES PC,7517978638,PA,A2024,"Accountable Care Organization of Pennsylvania, LLC",None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,33.0,1215.0,None,None,ATT,N
11701,GEOFFREY W TEMPLE FAMILY MEDICAL ASSOCIATES PC,7517978638,PA,A2024,"Accountable Care Organization of Pennsylvania, LLC",None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,7.0,1215.0,None,None,ATT,N
11707,GREEN SPRING INTERNAL MEDICINE LLC,1951305812,MD,A2643,Aledade Primary Care ACO LLC,None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,64.0,1451.0,None,None,ATT,N
11708,GREEN SPRING INTERNAL MEDICINE LLC,1951305812,MD,A2643,Aledade Primary Care ACO LLC,None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,29.0,21.0,None,None,ATT,N
11709,GREEN SPRING INTERNAL MEDICINE LLC,1951305812,MD,A2643,Aledade Primary Care ACO LLC,None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,99.0,683.0,None,None,ATT,N
11710,GREEN SPRING INTERNAL MEDICINE LLC,1951305812,MD,A2643,Aledade Primary Care ACO LLC,None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,36.0,683.0,None,None,ATT,N
11714,GREEN SPRING INTERNAL MEDICINE LLC,1951305812,MD,A2643,Aledade Primary Care ACO LLC,None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,9.0,683.0,None,None,ATT,N
11715,GREEN SPRING INTERNAL MEDICINE LLC,1951305812,MD,A2643,Aledade Primary Care ACO LLC,None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,83.0,683.0,None,None,ATT,N
11716,SAMRA PLASTIC AND RECONSTRUCTIVE SURGERY LLC,3274545330,NJ,A1484,"Meridian Accountable Care Organization, LLC",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,84.0,114.0,None,None,ATT,N
11717,SAMRA PLASTIC AND RECONSTRUCTIVE SURGERY LLC,3274545330,NJ,A1484,"Meridian Accountable Care Organization, LLC",None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,94.0,193.0,None,None,ATT,N
11718,SAMRA PLASTIC AND RECONSTRUCTIVE SURGERY LLC,3274545330,NJ,A1484,"Meridian Accountable Care Organization, LLC",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,76.0,467.0,None,None,ATT,N
11719,SAMRA PLASTIC AND RECONSTRUCTIVE SURGERY LLC,3274545330,NJ,A1484,"Meridian Accountable Care Organization, LLC",None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,3.0,467.0,None,None,ATT,N
11721,SAMRA PLASTIC AND RECONSTRUCTIVE SURGERY LLC,3274545330,NJ,A1484,"Meridian Accountable Care Organization, LLC",None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,15.0,467.0,None,None,ATT,N
11722,SAMRA PLASTIC AND RECONSTRUCTIVE SURGERY LLC,3274545330,NJ,A1484,"Meridian Accountable Care Organization, LLC",None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,1.0,467.0,None,None,ATT,N
11734,UNIVERSITY VASCULAR ASSOCIATES INC,7911901731,CA,V233,Heritage California ACO,None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,90.0,93.0,None,None,ATT,N
11735,UNIVERSITY VASCULAR ASSOCIATES INC,7911901731,CA,V233,Heritage California ACO,None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,59.0,874.0,None,None,ATT,N
11736,UNIVERSITY VASCULAR ASSOCIATES INC,7911901731,CA,V233,Heritage California ACO,None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,2.0,874.0,None,None,ATT,N
11779,MICHELLE E MURDAY MD PC,9739199522,UT,A2636,"Physicians Accountable Care Solutions, LLC",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,62.0,512.0,None,None,ATT,N
11780,MICHELLE E MURDAY MD PC,9739199522,UT,A2636,"Physicians Accountable Care Solutions, LLC",None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,0.0,335.0,None,None,ATT,N
11781,MICHELLE E MURDAY MD PC,9739199522,UT,A2636,"Physicians Accountable Care Solutions, LLC",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,93.0,1933.0,None,None,ATT,N
11782,MICHELLE E MURDAY MD PC,9739199522,UT,A2636,"Physicians Accountable Care Solutions, LLC",None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,14.0,1933.0,None,None,ATT,N
11786,MICHELLE E MURDAY MD PC,9739199522,UT,A2636,"Physicians Accountable Care Solutions, LLC",None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,0.0,1933.0,None,None,ATT,N
11787,MICHELLE E MURDAY MD PC,9739199522,UT,A2636,"Physicians Accountable Care Solutions, LLC",None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,1.0,1933.0,None,None,ATT,N
11834,NORTH BUNCOMBE FAMILY MEDICINE PA,2466455977,NC,A2591,"Mission Health Partners, Inc.",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,91.0,29935.0,None,None,ATT,N
11835,NORTH BUNCOMBE FAMILY MEDICINE PA,2466455977,NC,A2591,"Mission Health Partners, Inc.",None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,27.0,2901.0,None,None,ATT,N
11836,NORTH BUNCOMBE FAMILY MEDICINE PA,2466455977,NC,A2591,"Mission Health Partners, Inc.",None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,94.0,1154.0,None,None,ATT,N
11837,NORTH BUNCOMBE FAMILY MEDICINE PA,2466455977,NC,A2591,"Mission Health Partners, Inc.",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,65.0,5289.0,None,None,ATT,N
11838,NORTH BUNCOMBE FAMILY MEDICINE PA,2466455977,NC,A2591,"Mission Health Partners, Inc.",None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,33.0,5289.0,None,None,ATT,N
11842,NORTH BUNCOMBE FAMILY MEDICINE PA,2466455977,NC,A2591,"Mission Health Partners, Inc.",None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,96.0,5289.0,None,None,ATT,N
11843,NORTH BUNCOMBE FAMILY MEDICINE PA,2466455977,NC,A2591,"Mission Health Partners, Inc.",None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,40.0,5289.0,None,None,ATT,N
11844,FAMILY FIRST HEALTHCARE OF LUBBOCK LLC,1153327366,TX,A2021,"Covenant ACO, Inc.",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,82.0,3251.0,None,None,ATT,N
11845,FAMILY FIRST HEALTHCARE OF LUBBOCK LLC,1153327366,TX,A2021,"Covenant ACO, Inc.",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,86.0,1701.0,None,None,ATT,N
11853,INTEGRATED MEDICAL PROFESSIONALS PLLC,6406868462,NY,V228,"Bronx Accountable Healthcare Network IPA, Inc.",None,None,MIPS_GRP_048_overall,Urinary Incontinence: Assessment of Presence or Absence of Urinary Incontinence in Women Aged 65 Years and Older,N,48.0,17744.0,2.0,100.0,REG,Y
11854,INTEGRATED MEDICAL PROFESSIONALS PLLC,6406868462,NY,V228,"Bronx Accountable Healthcare Network IPA, Inc.",None,None,MIPS_GRP_050_overall,Urinary Incontinence: Plan of Care for Urinary Incontinence in Women Aged 65 Years and Older,N,69.0,6011.0,None,None,REG,N
11855,INTEGRATED MEDICAL PROFESSIONALS PLLC,6406868462,NY,V228,"Bronx Accountable Healthcare Network IPA, Inc.",None,None,MIPS_GRP_104_overall,Prostate Cancer: Adjuvant Hormonal Therapy for High Risk or Very High Risk Prostate Cancer,N,100.0,498.0,None,None,REG,N
11856,INTEGRATED MEDICAL PROFESSIONALS PLLC,6406868462,NY,V228,"Bronx Accountable Healthcare Network IPA, Inc.",None,None,MIPS_GRP_144_overall,Oncology: Medical and Radiation - Plan of Care for Pain,N,37.0,3117.0,None,None,REG,N
11857,INTEGRATED MEDICAL PROFESSIONALS PLLC,6406868462,NY,V228,"Bronx Accountable Healthcare Network IPA, Inc.",None,None,MIPS_GRP_265_overall,Biopsy Follow-Up,N,64.0,3257.0,None,None,REG,N
11858,PREMIER CARE ASSOCIATES OF WEST HUDSON,9133131949,NJ,A1059,"Optimus Healthcare Partners, LLC",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,63.0,74446.0,None,None,ATT,N
11859,PREMIER CARE ASSOCIATES OF WEST HUDSON,9133131949,NJ,A1059,"Optimus Healthcare Partners, LLC",None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,1.0,126.0,None,None,ATT,N
11860,PREMIER CARE ASSOCIATES OF WEST HUDSON,9133131949,NJ,A1059,"Optimus Healthcare Partners, LLC",None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,71.0,1204.0,None,None,ATT,N
11861,PREMIER CARE ASSOCIATES OF WEST HUDSON,9133131949,NJ,A1059,"Optimus Healthcare Partners, LLC",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,7.0,4638.0,None,None,ATT,N
11862,PREMIER CARE ASSOCIATES OF WEST HUDSON,9133131949,NJ,A1059,"Optimus Healthcare Partners, LLC",None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,7.0,4638.0,None,None,ATT,N
11864,PREMIER CARE ASSOCIATES OF WEST HUDSON,9133131949,NJ,A1059,"Optimus Healthcare Partners, LLC",None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,80.0,4638.0,None,None,ATT,N
11865,PREMIER CARE ASSOCIATES OF WEST HUDSON,9133131949,NJ,A1059,"Optimus Healthcare Partners, LLC",None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,0.0,4638.0,None,None,ATT,N
11876,"VMR INSTITUTE, A MEDICAL CORPORATION",6103924576,CA,V157,"MemorialCare Regional ACO, LLC",None,None,MIPS_GRP_014_overall,Age-Related Macular Degeneration (AMD): Dilated Macular Examination,N,100.0,339.0,None,None,REG,N
11877,"VMR INSTITUTE, A MEDICAL CORPORATION",6103924576,CA,V157,"MemorialCare Regional ACO, LLC",None,None,MIPS_GRP_019_overall,Diabetic Retinopathy: Communication with the Physician Managing Ongoing Diabetes Care,N,100.0,160.0,None,None,REG,N
11878,"VMR INSTITUTE, A MEDICAL CORPORATION",6103924576,CA,V157,"MemorialCare Regional ACO, LLC",None,None,MIPS_GRP_117_overall,Diabetes: Eye Exam,N,100.0,188.0,5.0,100.0,REG,Y
11879,"VMR INSTITUTE, A MEDICAL CORPORATION",6103924576,CA,V157,"MemorialCare Regional ACO, LLC",None,None,MIPS_GRP_130_overall,Documentation of Current Medications in the Medical Record,N,100.0,3817.0,None,None,REG,N
11880,"VMR INSTITUTE, A MEDICAL CORPORATION",6103924576,CA,V157,"MemorialCare Regional ACO, LLC",None,None,MIPS_GRP_140_overall,Age-Related Macular Degeneration (AMD): Counseling on Antioxidant Supplement,N,100.0,275.0,None,None,REG,N
11881,MIDWEST MEDICAL CENTER,5698771848,IL,A2619,Illinois Rural Community Care Organization LLC,None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,88.0,3959.0,None,None,ATT,N
11882,MIDWEST MEDICAL CENTER,5698771848,IL,A2619,Illinois Rural Community Care Organization LLC,None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,29.0,154.0,None,None,ATT,N
11883,MIDWEST MEDICAL CENTER,5698771848,IL,A2619,Illinois Rural Community Care Organization LLC,None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,92.0,2953.0,None,None,ATT,N
11884,MIDWEST MEDICAL CENTER,5698771848,IL,A2619,Illinois Rural Community Care Organization LLC,None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,100.0,1926.0,None,None,ATT,N
11885,MIDWEST MEDICAL CENTER,5698771848,IL,A2619,Illinois Rural Community Care Organization LLC,None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,7.0,1926.0,None,None,ATT,N
11890,MIDWEST MEDICAL CENTER,5698771848,IL,A2619,Illinois Rural Community Care Organization LLC,None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,94.0,1926.0,None,None,ATT,N
11891,MIDWEST MEDICAL CENTER,5698771848,IL,A2619,Illinois Rural Community Care Organization LLC,None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,5.0,1926.0,None,None,ATT,N
11916,B N NANDISH MD PC INC,9830100635,MI,A2198,Reliance ACO LLC,None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,0.0,375.0,None,None,ATT,N
11917,B N NANDISH MD PC INC,9830100635,MI,A2198,Reliance ACO LLC,None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,92.0,24.0,None,None,ATT,N
11918,B N NANDISH MD PC INC,9830100635,MI,A2198,Reliance ACO LLC,None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,8.0,143.0,None,None,ATT,N
11921,B N NANDISH MD PC INC,9830100635,MI,A2198,Reliance ACO LLC,None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,45.0,143.0,None,None,ATT,N
11922,COMMUNITY FAMILY CLINIC PLLC,7214940790,KY,A2806,"Eastern Kentucky Clinical Partners, LLC",None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,97.0,119401.0,None,None,ATT,N
11923,COMMUNITY FAMILY CLINIC PLLC,7214940790,KY,A2806,"Eastern Kentucky Clinical Partners, LLC",None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,30.0,3022.0,None,None,ATT,N
11924,COMMUNITY FAMILY CLINIC PLLC,7214940790,KY,A2806,"Eastern Kentucky Clinical Partners, LLC",None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,68.0,994.0,None,None,ATT,N
11925,COMMUNITY FAMILY CLINIC PLLC,7214940790,KY,A2806,"Eastern Kentucky Clinical Partners, LLC",None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,87.0,39635.0,None,None,ATT,N
11926,COMMUNITY FAMILY CLINIC PLLC,7214940790,KY,A2806,"Eastern Kentucky Clinical Partners, LLC",None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,5.0,39696.0,None,None,ATT,N
11930,COMMUNITY FAMILY CLINIC PLLC,7214940790,KY,A2806,"Eastern Kentucky Clinical Partners, LLC",None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,45.0,39535.0,None,None,ATT,N
11931,COMMUNITY FAMILY CLINIC PLLC,7214940790,KY,A2806,"Eastern Kentucky Clinical Partners, LLC",None,None,ACI_GRP_TRANS_SM_1,Secure Messaging,N,10.0,39535.0,None,None,ATT,N
11953,"WESTVIEW FAMILY MEDICINE, P.C",8325058316,AZ,A3229,Banner Health Network,None,None,ACI_GRP_TRANS_EP_1,e-Prescribing,N,66.0,80678.0,None,None,ATT,N
11954,"WESTVIEW FAMILY MEDICINE, P.C",8325058316,AZ,A3229,Banner Health Network,None,None,ACI_GRP_TRANS_HIE_1,Health Information Exchange,N,0.0,16704.0,None,None,ATT,N
11955,"WESTVIEW FAMILY MEDICINE, P.C",8325058316,AZ,A3229,Banner Health Network,None,None,ACI_GRP_TRANS_MR_1,Medication Reconciliation,N,96.0,31661.0,None,None,ATT,N
11956,"WESTVIEW FAMILY MEDICINE, P.C",8325058316,AZ,A3229,Banner Health Network,None,None,ACI_GRP_TRANS_PEA_1,Provide Patient Access,N,92.0,10655.0,None,None,ATT,N
11957,"WESTVIEW FAMILY MEDICINE, P.C",8325058316,AZ,A3229,Banner Health Network,None,None,ACI_GRP_TRANS_PEA_2,"View, Download, or Transmit (VDT)",N,9.0,10655.0,None,None,ATT,N
11960,"WESTVIEW FAMILY MEDICINE, P.C",8325058316,AZ,A3229,Banner Health Network,None,None,ACI_GRP_TRANS_PSE_1,Patient-Specific Education,N,33.0,10655.0,None,None,ATT,N
